id,hashtag,type,matched_post_ids,frequency
870,hyzbullah,automatic,['10230093100382864'],1.0
871,filestin,automatic,['10230093100382864'],1.0
872,suriye,automatic,['10230093100382864'],1.0
873,isiad,automatic,['10230093100382864'],1.0
714,çıkmaz,automatic,['3367228258871570293'],1.0
775,ilgihaber,automatic,['3367095060383412067'],1.0
776,emlak,automatic,['3367095060383412067'],1.0
499,lüksmakamaracı,automatic,['3369955090381720395'],1.0
777,çevretemizlik,automatic,['3367095060383412067'],1.0
560,akpartialanya,automatic,['3369122595301045476'],1.0
561,tasarruftedbileri,automatic,['3369122595301045476'],1.0
778,i̇lanreklamvergileri,automatic,['3367095060383412067'],1.0
562,alanya,automatic,['3369122595301045476'],1.0
779,selçuklubelediyesi,automatic,['3367095060383412067'],1.0
563,perşembe,automatic,['3368739540287756565'],1.0
564,rolex,automatic,['3368739540287756565'],1.0
565,istakoz,automatic,['3368739540287756565'],1.0
566,akp,automatic,['3368739540287756565'],1.0
567,belediye,automatic,['3368739540287756565'],1.0
568,merkezbankası,automatic,['3368739540287756565'],1.0
569,kemeksıkma,automatic,['3368739540287756565'],1.0
570,erdoğan,automatic,['3368739540287756565'],1.0
571,özgürözel,automatic,['3368739540287756565'],1.0
572,mülakat,automatic,['3368739540287756565'],1.0
573,kurbanbayramı,automatic,['3368739540287756565'],1.0
574,mazot,automatic,['3368739540287756565'],1.0
575,köprü,automatic,['3368739540287756565'],1.0
576,otoyol,automatic,['3368739540287756565'],1.0
780,atm,automatic,['3367095060383412067'],1.0
781,vergiödeme,automatic,['3367095060383412067'],1.0
782,kredikartı,automatic,['3367095060383412067'],1.0
783,tekçekim,automatic,['3367095060383412067'],1.0
844,publicasarruf,automatic,"['916805043789042', '3367117243874041096']",2.0
785,kamudatasarruf’’,automatic,['3367296836067932344'],1.0
845,alier,automatic,"['916805043789042', '3369842229836973367']",2.0
786,kamudatasarruf’’,automatic,['3367135082012774327'],1.0
787,dersim,automatic,['3367135082012774327'],1.0
847,mehmetsysek,automatic,['973520144331645'],1.0
848,turkye,automatic,['973520144331645'],1.0
849,inflation,automatic,['973520144331645'],1.0
810,faizlobisi,automatic,['3368512263654249093'],1.0
811,madenler,automatic,['3368512263654249093'],1.0
812,kaynaklar,automatic,['3368512263654249093'],1.0
813,altın,automatic,['3368512263654249093'],1.0
814,bor,automatic,"['3368512263654249093', '3371918175806443325']",2.0
815,toryum,automatic,['3368512263654249093'],1.0
850,para,automatic,['973520144331645'],1.0
851,kredi,automatic,['973520144331645'],1.0
852,turmhurbaskani,automatic,['973520144331645'],1.0
816,kamudatasarruf’’,automatic,['3367160201900752089'],1.0
838,erudia8,automatic,['873501754791841'],1.0
874,libyafi,automatic,['10230093100382864'],1.0
875,libdafi,automatic,['10230093100382864'],1.0
