id,poster_name,post_source_id,post_source_name,post_source_members,post_url,post_id,post_source_type,post_type,post_text,post_tokens,post_join_text,post_sentiment,post_intent,post_date,post_reaction_count,post_language,post_hashtags,post_source_url,poster_url,post_keywords,post_date_std
302,cumalitnrvrd,18007626284586353,cumalitnrvrd,0,https://www.instagram.com/p/C6-2x8-KWad/,18007626284586353,instagram,hashtag comment,"The main thing is, if you want to save money, you need to stop giving it to the politicians in the first place.",,,positive,,2024-05-18T12:10:09.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['The main thing', 'money', 'the politicians', 'the first place']",18/05/2024
303,turanx44x,18075078097495492,turanx44x,0,https://www.instagram.com/p/C6-2x8-KWad/,18075078097495492,instagram,hashtag comment,give me a chance to get out of here.,,,positive,,2024-05-18T12:43:42.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['a chance'],18/05/2024
304,duygu_gunal46,18022491767268044,duygu_gunal46,0,https://www.instagram.com/p/C6-2x8-KWad/,18022491767268044,instagram,hashtag comment,He's right.,,,positive,,2024-05-18T13:29:12.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['right'],18/05/2024
305,celalturk94,18337134400136588,celalturk94,0,https://www.instagram.com/p/C6-2x8-KWad/,18337134400136588,instagram,hashtag comment,"You're right, President. I agree.",,,positive,,2024-05-18T16:48:36.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['right', 'President']",18/05/2024
306,seyfikiliic,18435617170036040,seyfikiliic,0,https://www.instagram.com/p/C6-2x8-KWad/,18435617170036040,instagram,hashtag comment,You need to remove the same.,,,positive,,2024-05-18T17:04:47.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['same'],18/05/2024
307,ilyas.46.1907,18004736309312090,ilyas.46.1907,0,https://www.instagram.com/p/C6-2x8-KWad/,18004736309312090,instagram,hashtag comment,"Well done, Mr. Desticer.",,,positive,,2024-05-18T19:04:40.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['Well done', 'Mr. Desticer']",18/05/2024
308,m.a.z.l.u.mm,17851990446161612,m.a.z.l.u.mm,0,https://www.instagram.com/p/C6-2x8-KWad/,17851990446161612,instagram,hashtag comment,The President won't lift it.,,,negative,,2024-05-18T19:17:23.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['The President', ""n't lift""]",18/05/2024
315,insan_bir_yolcudur_571,18038720197891830,insan_bir_yolcudur_571,0,https://www.instagram.com/p/C6-2x8-KWad/,18038720197891830,instagram,hashtag comment,Resolve the mayoral office in the snow,,,positive,,2024-05-19T02:55:51.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['the mayoral office', 'the snow']",19/05/2024
316,hak.es26,18022858430508745,hak.es26,0,https://www.instagram.com/p/C6-2x8-KWad/,18022858430508745,instagram,hashtag comment,I'm sure I'll be all right.,,,positive,,2024-05-19T03:01:13.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['sure', 'all right']",19/05/2024
317,yasinoguz42839,18004724849592407,yasinoguz42839,0,https://www.instagram.com/p/C6-2x8-KWad/,18004724849592407,instagram,hashtag comment,The municipal and municipal institutions must serve under one roof,,,positive,,2024-05-19T05:54:55.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['municipal', 'municipal institutions', 'roof']",19/05/2024
318,mustafaaltin2734,18131394742340572,mustafaaltin2734,0,https://www.instagram.com/p/C6-2x8-KWad/,18131394742340572,instagram,hashtag comment,"It's very accurate that the public is saying it, but if no one listens and the politicians start to speak, I hope the treasure will rise in aid and we have to think about the future of this country.",,,positive,,2024-05-19T07:44:02.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['accurate', 'the public', 'no one', 'the politicians', 'the treasure', 'aid', 'the future', 'this country']",19/05/2024
319,rdemircioglu,18433824529009653,rdemircioglu,0,https://www.instagram.com/p/C6-2x8-KWad/,18433824529009653,instagram,hashtag comment,give me a chance to get out of here.,,,positive,,2024-05-19T09:41:42.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['a chance'],19/05/2024
320,rdemircioglu,18237274177268841,rdemircioglu,0,https://www.instagram.com/p/C6-2x8-KWad/,18237274177268841,instagram,hashtag comment,"Ahhh, I wish.",,,positive,,2024-05-19T09:41:48.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['Ahhh'],19/05/2024
321,sabri_ebu_turab,18040707916714017,sabri_ebu_turab,0,https://www.instagram.com/p/C6-2x8-KWad/,18040707916714017,instagram,hashtag comment,"I think it would be accurate, even too late.",,,positive,,2024-05-19T10:19:37.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['accurate', 'late']",19/05/2024
322,idrisyavuz7861,18031300996974575,idrisyavuz7861,0,https://www.instagram.com/p/C6-2x8-KWad/,18031300996974575,instagram,hashtag comment,It must be removed at once.,,,negative,,2024-05-19T11:15:00.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,[],19/05/2024
323,omer_gulbahar_okutan002,18028751102021756,omer_gulbahar_okutan002,0,https://www.instagram.com/p/C6-2x8-KWad/,18028751102021756,instagram,hashtag comment,give me a chance to get out of here.,,,positive,,2024-05-19T14:35:19.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['a chance'],19/05/2024
324,fikret1596,18263996647214098,fikret1596,0,https://www.instagram.com/p/C6-2x8-KWad/,18263996647214098,instagram,hashtag comment,I agree.,,,positive,,2024-05-19T14:51:17.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,[],19/05/2024
325,arhavi_vona_ali,17848805463210647,arhavi_vona_ali,0,https://www.instagram.com/p/C6-2x8-KWad/,17848805463210647,instagram,hashtag comment,He was very right.,,,positive,,2024-05-19T18:50:51.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['right'],19/05/2024
326,tugrulay06,18033206830829894,tugrulay06,0,https://www.instagram.com/p/C6-2x8-KWad/,18033206830829894,instagram,hashtag comment,"If you give money to political parties, you can also buy illegal poison.",,,negative,,2024-05-19T19:04:54.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['money', 'political parties', 'also buy', 'illegal poison']",19/05/2024
327,rasid_yildiz,17867160777083810,rasid_yildiz,0,https://www.instagram.com/p/C6-2x8-KWad/,17867160777083810,instagram,hashtag comment,"Citizens have been singing for years, but no one has heard of it. Let the parliamentary salary be reasonable, and let the meal fees in the parliament be reasonable. Let the pension of 10000 tl be measured.",,,neutral,,2024-05-20T06:29:41.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['Citizens', 'years', 'no one', 'parliamentary', 'salary', 'reasonable', 'the meal fees', 'the parliament', 'reasonable', 'the pension', 'tl']",20/05/2024
328,38ozcan,17884322367051924,38ozcan,0,https://www.instagram.com/p/C6-2x8-KWad/,17884322367051924,instagram,hashtag comment,"They're bullying the government with government money, especially the dem chp green left type.",,,negative,,2024-05-20T08:07:38.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['the government', 'government money', 'the dem chp', 'green', 'type']",20/05/2024
329,mustafayakan2023,18013744250518320,mustafayakan2023,0,https://www.instagram.com/p/C6-2x8-KWad/,18013744250518320,instagram,hashtag comment,"Support for all parties can be halted immediately, except for the White Party, MHP and BBP.",,,negative,,2024-05-20T12:06:35.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['Support', 'all parties', 'the White Party', 'MHP', 'BBP']",20/05/2024
330,gokcenali71,18079657894476030,gokcenali71,0,https://www.instagram.com/p/C6-2x8-KWad/,18079657894476030,instagram,hashtag comment,We have been singing for years.,,,positive,,2024-05-20T19:28:40.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['years'],20/05/2024
331,muhammed71.bedirhan,18055811812610906,muhammed71.bedirhan,0,https://www.instagram.com/p/C6-2x8-KWad/,18055811812610906,instagram,hashtag comment,The treasure is not the waste and feeding place of parties.,,,neutral,,2024-05-22T11:12:27.000Z,1,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['The treasure', 'the waste', 'place', 'parties']",22/05/2024
332,uraltural,17966098475728145,uraltural,0,https://www.instagram.com/p/C6-2x8-KWad/,17966098475728145,instagram,hashtag comment,The office of the police also has to be removed or connected to the municipality of residence.,,,negative,,2024-05-22T16:42:44.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['The office', 'the police', 'also has', 'the municipality', 'residence']",22/05/2024
333,aliyildirim3750,18045151789757334,aliyildirim3750,0,https://www.instagram.com/p/C6-2x8-KWad/,18045151789757334,instagram,hashtag comment,"I couldn't agree more, Mr. Testicle.",,,negative,,2024-05-22T17:19:33.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"[""n't agree"", 'Mr. Testicle']",22/05/2024
334,kadirtilki7474,18086587546450471,kadirtilki7474,0,https://www.instagram.com/p/C6-2x8-KWad/,18086587546450471,instagram,hashtag comment,The late Muhsin Yazıoğlu Nun Da Always Beggi Wish that Buddha had a soul,,,positive,,2024-05-22T19:51:44.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['The late Muhsin Yazıoğlu Nun Da Always Beggi Wish', 'Buddha', 'a soul']",22/05/2024
335,durmusaltan8,18021336314010746,durmusaltan8,0,https://www.instagram.com/p/C6-2x8-KWad/,18021336314010746,instagram,hashtag comment,I agree with you all the way.,,,positive,,2024-05-23T12:25:17.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['the way'],23/05/2024
336,omer.ipek.3535,18002734520605184,omer.ipek.3535,0,https://www.instagram.com/p/C6-2x8-KWad/,18002734520605184,instagram,hashtag comment,You're the man.,,,positive,,2024-05-23T12:42:17.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['the man'],23/05/2024
337,mehmeterdogan685,18318852145134895,mehmeterdogan685,0,https://www.instagram.com/p/C6-2x8-KWad/,18318852145134895,instagram,hashtag comment,"President, please take away the help of this party. This country will rise. There is no need for a rally. There is social media.",,,neutral,,2024-05-23T15:00:26.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,"['President', 'the help', 'this party', 'This country', 'no need', 'a rally', 'social media']",23/05/2024
338,reckodekorasyon_yener,18082055374464202,reckodekorasyon_yener,0,https://www.instagram.com/p/C6-2x8-KWad/,18082055374464202,instagram,hashtag comment,It must be removed.,,,negative,,2024-05-23T21:14:18.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,[],23/05/2024
339,mediterraneanblue07,18026107012924427,mediterraneanblue07,0,https://www.instagram.com/p/C6-2x8-KWad/,18026107012924427,instagram,hashtag comment,The certified chpkk treasure help must be cut off at once!,,,positive,,2024-05-23T23:40:59.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['The certified chpkk treasure help'],23/05/2024
340,akadircay58,18077477584483885,akadircay58,0,https://www.instagram.com/p/C6-2x8-KWad/,18077477584483885,instagram,hashtag comment,It's too late.,,,negative,,2024-05-24T08:00:48.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['late'],24/05/2024
341,Mehmet Selvi,3367848264015221323,Mehmet Selvi,0,https://www.instagram.com/p/C69ACcKCxJL/,3367848264015221323,instagram,hashtag,Line / Halim Kutlu,,,positive,,2024-05-14T15:00:20.000Z,0,en,"['Kamuda', 'KamudaTasarruf', 'EkonomiÇöktü']",https://www.instagram.com/p/C69ACcKCxJL/,https://www.instagram.com/p/C69ACcKCxJL/,['Line / Halim Kutlu'],14/05/2024
342,Büro İşTekirdağ,3367880966930815332,Büro İşTekirdağ,0,https://www.instagram.com/p/C69HeVHtdlk/,3367880966930815332,instagram,hashtag,"We are in areas against the Public Savings Package: ""We call on the government from here. Do not cut off the labour of the officer, the sweat, the earned rights. If you are going to cut off, we protest the government in public, on side, on sects and communities, on foundations, on houses, on sale, on rent, on refugees, on budget. As a representative, we protest the Government Planners in public.",,,negative,,2024-05-14T16:05:19.000Z,6,en,"['Repost', 'kamudatasarruf', 'kamu', 'tasarruf', 'memur', 'memurlar']",https://www.instagram.com/p/C69HeVHtdlk/,https://www.instagram.com/p/C69HeVHtdlk/,"['areas', 'the Public Savings Package', 'the government', 'not cut', 'the labour', 'the officer', 'the sweat', 'the earned rights', 'the government', 'public', 'side', 'sects', 'communities', 'foundations', 'houses', 'sale', 'rent', 'refugees', 'budget', 'a representative', 'the Government Planners', 'public']",14/05/2024
343,Işık Süvarileri,3367257584435350571,Işık Süvarileri,0,https://www.instagram.com/p/C665u67gkwr/,3367257584435350571,instagram,hashtag,"According to the voice of the son of the cancer patient Mustafa Başer! ""My father completed his execution in September 2022, he is not being discharged. The decision of the ECHR regarding the violation of the right to freedom does not apply to the decision that detention is unlawful.""",,,negative,,2024-05-13T19:26:48.000Z,10,en,['kamudatasarruf'],https://www.instagram.com/p/C665u67gkwr/,https://www.instagram.com/p/C665u67gkwr/,"['the voice', 'the son', 'the cancer patient Mustafa Başer', 'father', 'execution', 'September', 'not being', 'The decision', 'the ECHR', 'the violation', 'the right', 'not apply', 'the decision', 'detention', 'unlawful']",13/05/2024
344,lomenatmaca,17969906261713894,lomenatmaca,0,https://www.instagram.com/p/C665u67gkwr/,17969906261713894,instagram,hashtag comment,A blinding point of impropriety,,,negative,,2024-05-14T07:50:21.000Z,0,en,[],https://www.instagram.com/p/C665u67gkwr/,https://www.instagram.com/p/C665u67gkwr/,"['A blinding point', 'impropriety']",14/05/2024
345,Gazikent27,3367234264552638770,Gazikent27,0,https://www.instagram.com/p/C660bkmLwky/,3367234264552638770,instagram,hashtag,"The public car savings announced by Mehmet Simsek brought to mind the response to car waste reviews in 2015: If you collect all of this in Turkey's national income, it is not cookie money in its budget, it is cookies in its budget. https://www.gasikent27.com/simsek-in-cerez-parasi-gundem-it is 86283.html #kamuf #kamudasarruf #jazl",,,negative,,2024-05-13T18:40:26.000Z,1,en,"['kamudatasarruf', 'çerez']",https://www.instagram.com/p/C660bkmLwky/,https://www.instagram.com/p/C660bkmLwky/,"['The public car savings', 'Mehmet Simsek', 'the response', 'car waste', 'Turkey', 'national income', 'cookie money', 'budget', 'cookies', 'budget', 'https', '//www.gasikent27.com/simsek-in-cerez-parasi-gundem-it', 'kamuf', 'kamudasarruf', 'jazl']",13/05/2024
346,CanakkaleEgeComTr,3367265980276399050,CanakkaleEgeComTr,0,https://www.instagram.com/p/C667pGKodvK/,3367265980276399050,instagram,hashtag,@rterdogan @tcbesttepe @fahrentinaltunim @Friestim,,,positive,,2024-05-13T19:43:26.000Z,6,en,"['CanakkaleEge', 'GÜNDEM:', '🇹🇷', 'EKONOMİ', 'CumhurbaşkanıYardımcısı', 'CevdetYılmaz,', 'HazineveMaliyeBakanı', 'MehmetŞimşek', 'KamudaTasarruf', 'VerimlilikPaketi”ni', 'Şirketler💥', 'İşletmeler', 'Mekânlar', 'İşBirliği', 'Reklam', 'Tanıtım', 'AboneOl,', 'TakipEt,', 'Beğen,', 'YorumYap,', 'Paylaş', 'istanbul', 'yalova', 'CanakkaleEgeCom', 'CanakkaleEgeComTR']",https://www.instagram.com/p/C667pGKodvK/,https://www.instagram.com/p/C667pGKodvK/,['@ rterdogan @ tcbesttepe @ fahrentinaltunim @ Friestim'],13/05/2024
347,ayselsahiin0,17924580476887427,ayselsahiin0,0,https://www.instagram.com/p/C667pGKodvK/,17924580476887427,instagram,hashtag comment,give me a chance to get out of here.,,,positive,,2024-05-14T18:37:14.000Z,2,en,[],https://www.instagram.com/p/C667pGKodvK/,https://www.instagram.com/p/C667pGKodvK/,['a chance'],14/05/2024
375,AkpartiKayapınar,3367195109239233678,AkpartiKayapınar,0,https://www.instagram.com/p/C66rhyXoxyO/,3367195109239233678,instagram,hashtag,"== sync, corrected by elderman == @elder_man",,,negative,,2024-05-13T17:22:38.000Z,26,en,"['kamudatasarruf', 'akparti']",https://www.instagram.com/p/C66rhyXoxyO/,https://www.instagram.com/p/C66rhyXoxyO/,"['== sync', 'elderman == @ elder_man']",13/05/2024
348,Murat Altun,3367242097446389531,Murat Altun,0,https://www.instagram.com/p/C662NjjCIcb/,3367242097446389531,instagram,hashtag,"If you are sincere, you must stop one person from receiving 3/5 wages from the state. Discharged parties must be distributed.",,,negative,,2024-05-13T18:55:59.000Z,24,en,"['Kamudatasarruf', 'İktidar', 'Döviz']",https://www.instagram.com/p/C662NjjCIcb/,https://www.instagram.com/p/C662NjjCIcb/,"['person', 'wages', 'the state', 'Discharged parties']",13/05/2024
349,salih__dursun,18035190973936098,salih__dursun,0,https://www.instagram.com/p/C662NjjCIcb/,18035190973936098,instagram,hashtag comment,It's been wasted for 20 years.,,,negative,,2024-05-13T21:35:15.000Z,1,en,[],https://www.instagram.com/p/C662NjjCIcb/,https://www.instagram.com/p/C662NjjCIcb/,['years'],13/05/2024
350,melek.sema,17949561476683728,melek.sema,0,https://www.instagram.com/p/C662NjjCIcb/,17949561476683728,instagram,hashtag comment,"I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh, I laugh.",,,positive,,2024-05-14T18:47:10.000Z,1,en,[],https://www.instagram.com/p/C662NjjCIcb/,https://www.instagram.com/p/C662NjjCIcb/,[],14/05/2024
351,Sonay MATAR,3367793241804268396,Sonay MATAR,0,https://www.instagram.com/p/C68zhwutGNs/,3367793241804268396,instagram,hashtag,"The first teog, the first Yks, the coup attempt, the Pandemia, the earthquake of the century, the austerity period of 100 years in the history of Turkey,, who made the full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,negative,,2024-05-14T13:11:01.000Z,300,en,"['kpss2024', 'kamudatasarruf']",https://www.instagram.com/p/C68zhwutGNs/,https://www.instagram.com/p/C68zhwutGNs/,"['The first teog', 'the first Yks', 'the coup attempt', 'the Pandemia', 'the earthquake', 'the century', 'the austerity period', 'years', 'the history', 'Turkey', 'full']",14/05/2024
352,eeda_ozkan,18008523653241618,eeda_ozkan,0,https://www.instagram.com/p/C68zhwutGNs/,18008523653241618,instagram,hashtag comment,We have to run into all of them.,,,positive,,2024-05-14T13:12:29.000Z,3,en,[],https://www.instagram.com/p/C68zhwutGNs/,https://www.instagram.com/p/C68zhwutGNs/,[],14/05/2024
353,gamsee.kabasakal,17857859406161733,gamsee.kabasakal,0,https://www.instagram.com/p/C68zhwutGNs/,17857859406161733,instagram,hashtag comment,"I, of course, am.",,,positive,,2024-05-14T13:18:04.000Z,2,en,[],https://www.instagram.com/p/C68zhwutGNs/,https://www.instagram.com/p/C68zhwutGNs/,['course'],14/05/2024
354,ekpssdytgunlugu,18001953485609032,ekpssdytgunlugu,0,https://www.instagram.com/p/C68zhwutGNs/,18001953485609032,instagram,hashtag comment,All but one:,,,positive,,2024-05-14T13:19:10.000Z,2,en,[],https://www.instagram.com/p/C68zhwutGNs/,https://www.instagram.com/p/C68zhwutGNs/,[],14/05/2024
355,dyt.feyhanbelen,18035813200766331,dyt.feyhanbelen,0,https://www.instagram.com/p/C68zhwutGNs/,18035813200766331,instagram,hashtag comment,"The state will retire those who are too old to take care of it, or you'll be expecting a lot of...",,,negative,,2024-05-14T13:27:54.000Z,2,en,[],https://www.instagram.com/p/C68zhwutGNs/,https://www.instagram.com/p/C68zhwutGNs/,"['The state', 'old', 'care', 'a lot']",14/05/2024
356,mrv.nuryldz,17874258171088875,mrv.nuryldz,0,https://www.instagram.com/p/C68zhwutGNs/,17874258171088875,instagram,hashtag comment,Full,,,positive,,2024-05-14T19:27:19.000Z,2,en,[],https://www.instagram.com/p/C68zhwutGNs/,https://www.instagram.com/p/C68zhwutGNs/,['Full'],14/05/2024
357,diyetisyensemiha,18044956003776660,diyetisyensemiha,0,https://www.instagram.com/p/C68zhwutGNs/,18044956003776660,instagram,hashtag comment,I'll write two more tours.,,,positive,,2024-05-15T06:04:26.000Z,0,en,[],https://www.instagram.com/p/C68zhwutGNs/,https://www.instagram.com/p/C68zhwutGNs/,['more tours'],15/05/2024
358,1berip,18023225474130262,1berip,0,https://www.instagram.com/p/C68zhwutGNs/,18023225474130262,instagram,hashtag comment,Forest fires,,,positive,,2024-05-15T16:39:13.000Z,1,en,[],https://www.instagram.com/p/C68zhwutGNs/,https://www.instagram.com/p/C68zhwutGNs/,['Forest fires'],15/05/2024
359,BES Konya Şubesi,3367258716748433718,BES Konya Şubesi,0,https://www.instagram.com/p/C665_ZeoMk2/,3367258716748433718,instagram,hashtag,â€TMs only for the labourer âTMs. âTMs. âTMs. âTMs.,,,positive,,2024-05-13T19:29:01.000Z,7,en,['kamudatasarruf'],https://www.instagram.com/p/C665_ZeoMk2/,https://www.instagram.com/p/C665_ZeoMk2/,"['â€TMs', 'the labourer âTMs', 'âTMs', 'âTMs', 'âTMs']",13/05/2024
360,Gazikent27,3367208345548761489,Gazikent27,0,https://www.instagram.com/p/C66uiZpKimR/,3367208345548761489,instagram,hashtag,"CHP Party Speaker Deniz Yücel responds to public austerity package: The main goal in this package is to weaken CHP, which is the first party in local elections and make CHP municipalities unable to do business. https://www.gazikent27.com/hab/chp-kamuda-tasarruf-86281.html #kamudatasaruf @avdenizyucel",,,negative,,2024-05-13T17:48:56.000Z,2,en,['kamudatasarruf'],https://www.instagram.com/p/C66uiZpKimR/,https://www.instagram.com/p/C66uiZpKimR/,"['CHP Party Speaker Deniz Yücel', 'public austerity package', 'The main goal', 'this package', 'CHP', 'the first party', 'local elections', 'CHP municipalities', 'unable', 'business', 'https', '//www.gazikent27.com/hab/chp-kamuda-tasarruf-86281.html', 'kamudatasaruf', 'avdenizyucel']",13/05/2024
361,Mehmet Anıl Korkmaz,3367214591144784616,Mehmet Anıl Korkmaz,0,https://www.instagram.com/p/C66v9STsnLo/,3367214591144784616,instagram,hashtag,"Why do we skip the three for public austerity measures? 1- The municipalities must be removed in the cities, 2- The agreements of guaranteed companies must be put on hold by mutual agreements, start sending 3 to 13 million refugees and fugitives.",,,negative,,2024-05-13T18:01:20.000Z,48,en,"['tasarruf', 'tasarrufyöntemleri', 'kamudatasarruf', 'millet']",https://www.instagram.com/p/C66v9STsnLo/,https://www.instagram.com/p/C66v9STsnLo/,"['public austerity measures', 'The municipalities', 'the cities', '2-', 'The agreements', 'guaranteed companies', 'hold', 'mutual agreements', 'refugees', 'fugitives']",13/05/2024
362,hacciyldz,17925164576863577,hacciyldz,0,https://www.instagram.com/p/C66v9STsnLo/,17925164576863577,instagram,hashtag comment,give me a chance to get out of here.,,,positive,,2024-05-13T18:12:43.000Z,2,en,[],https://www.instagram.com/p/C66v9STsnLo/,https://www.instagram.com/p/C66v9STsnLo/,['a chance'],13/05/2024
363,cook_metinseptel,18025945259028233,cook_metinseptel,0,https://www.instagram.com/p/C66v9STsnLo/,18025945259028233,instagram,hashtag comment,"I feel the same way, and it must immediately become a village, not a village, not a town, not a city, not a village, or water money from villages. To get back to the way it was, I must get started immediately as a sailor.",,,neutral,,2024-05-13T18:32:00.000Z,2,en,[],https://www.instagram.com/p/C66v9STsnLo/,https://www.instagram.com/p/C66v9STsnLo/,"['the same way', 'immediately become', 'a village', 'a village', 'a town', 'a city', 'a village', 'water money', 'villages', 'the way', 'a sailor']",13/05/2024
364,pho.phoenix,18035882929753759,pho.phoenix,0,https://www.instagram.com/p/C66v9STsnLo/,18035882929753759,instagram,hashtag comment,give me a chance to get out of here.,,,positive,,2024-05-13T19:00:12.000Z,1,en,[],https://www.instagram.com/p/C66v9STsnLo/,https://www.instagram.com/p/C66v9STsnLo/,['a chance'],13/05/2024
365,emrahtufan7,18024847517481625,emrahtufan7,0,https://www.instagram.com/p/C66v9STsnLo/,18024847517481625,instagram,hashtag comment,Resolve the mayorates,,,positive,,2024-05-13T19:26:33.000Z,1,en,[],https://www.instagram.com/p/C66v9STsnLo/,https://www.instagram.com/p/C66v9STsnLo/,['the mayorates'],13/05/2024
366,eczyemre,18010341773182683,eczyemre,0,https://www.instagram.com/p/C66v9STsnLo/,18010341773182683,instagram,hashtag comment,The neighborhood guards • village mayors • local mayors • police department • position drive-by/ position tools • institutional social facilities • retired legislatures of the general secretary-in-chief/ vice-presidents • vice-presidents of the district • assistants of the regional managers,,,positive,,2024-05-13T23:18:24.000Z,1,en,[],https://www.instagram.com/p/C66v9STsnLo/,https://www.instagram.com/p/C66v9STsnLo/,"['The neighborhood guards', '• village mayors', 'local mayors', 'police department • position', 'drive-by/ position tools', 'institutional social facilities', 'retired legislatures', 'the general secretary-in-chief/ vice-presidents', '• vice-presidents', 'the district • assistants', 'the regional managers']",13/05/2024
367,AK PARTİ BİTLİS,3367252007725506706,AK PARTİ BİTLİS,0,https://www.instagram.com/p/C664dxNsyCS/,3367252007725506706,instagram,hashtag,Publicisation and Efficiency Package,,,positive,,2024-05-13T19:15:41.000Z,42,en,['KamudaTasarruf'],https://www.instagram.com/p/C664dxNsyCS/,https://www.instagram.com/p/C664dxNsyCS/,"['Publicisation', 'Efficiency Package']",13/05/2024
